player_id,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
b26a8c1f,Nealy Martin,us USA,M,Gotham FC,27-210,1998,16,12,"1,060",11.8,0,1,1,0,0,0,2,0,0.2,0.2,0.4,0.6,3,30,11,0.00,0.08,0.08,0.00,0.08,0.02,0.04,0.05,0.02,0.05,Matches
b26a8c1f,Nealy Martin,us USA,M,Angel City,27-210,1998,7,6,585,6.5,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,4,25,13,0.00,0.15,0.15,0.00,0.15,0.02,0.08,0.11,0.02,0.11,Matches
9be20864,Brianna Martinez,us USA,F,Pride,25-210,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ce4f4c97,Emily Mason,us USA,D,Reign,23-026,2002,12,2,260,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
a4a65861,Manaka Matsukubo,jp JPN,F,Courage,21-113,2004,26,24,"2,098",23.3,11,4,15,11,0,1,4,0,11.6,10.8,4.3,15.1,41,101,151,0.47,0.17,0.64,0.47,0.64,0.50,0.18,0.68,0.46,0.65,Matches
cfd40479,Sophia Mattice,us USA,D,Angel City,23-146,2002,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220b9b36,Ainsley Mccammon,us USA,M,Reign,18-094,2007,16,7,579,6.4,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,1,33,10,0.16,0.00,0.16,0.16,0.16,0.12,0.03,0.16,0.12,0.16,Matches
8546d3ab,Savannah McCaskill,us USA,M,Wave,29-110,1996,21,20,"1,791",19.9,1,0,1,1,0,0,4,0,0.5,0.5,1.2,1.7,5,124,22,0.05,0.00,0.05,0.05,0.05,0.02,0.06,0.08,0.02,0.08,Matches
f02cb699,Phoebe McClernon,us USA,D,Reign,27-340,1997,25,24,"2,166",24.1,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,5,53,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
36355319,Amanda McGlynn,us USA,G,Royals,27-015,1998,24,24,"2,160",24.0,0,1,1,0,0,0,3,0,0.0,0.0,0.8,0.8,1,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.03,0.03,0.00,0.03,Matches
1af74efc,Mallie McKenzie,us USA,D,Thorns,25-005,2000,23,8,916,10.2,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,8,16,22,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
2d8ec240,Tara McKeown,us USA,D,Spirit,26-139,1999,25,24,"2,096",23.3,0,2,2,0,0,0,3,0,0.9,0.9,3.0,3.9,23,90,13,0.00,0.09,0.09,0.00,0.09,0.04,0.13,0.17,0.04,0.17,Matches
9bd465d8,Quincy McMahon,us USA,D,Wave,22-053,2003,7,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,2,3,0.00,0.00,0.00,0.00,0.00,0.38,0.69,1.07,0.38,1.07,Matches
7cb8a975,Kristen McNabb,us USA,D,Wave,31-215,1994,23,19,"1,764",19.6,2,0,2,2,0,0,3,0,1.3,1.3,0.2,1.5,4,58,9,0.10,0.00,0.10,0.10,0.10,0.07,0.01,0.08,0.07,0.08,Matches
acbf23b6,Emily Menges,us USA,D,Bay FC,33-113,1992,5,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
77f494bb,Sally Menti,us USA,M,Reign,23-253,2002,15,10,972,10.8,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,9,39,22,0.09,0.09,0.19,0.09,0.19,0.10,0.05,0.16,0.10,0.16,Matches
bfa99222,Maddie Mercado,us USA,F,Reign,24-231,2001,14,6,551,6.1,0,1,1,0,0,0,1,0,0.9,0.9,0.5,1.4,10,14,35,0.00,0.16,0.16,0.00,0.16,0.15,0.08,0.23,0.15,0.23,Matches
9fef2983,Paige Metayer,us USA,D,Spirit,25-056,2000,9,4,420,4.7,0,1,1,0,0,0,0,0,0.8,0.8,0.2,1.0,12,21,22,0.00,0.21,0.21,0.00,0.21,0.17,0.04,0.22,0.17,0.22,Matches
c5863809,Samantha Meza,us USA,M,Reign,24-011,2001,26,21,"1,954",21.7,0,1,1,0,0,0,2,0,0.5,0.5,1.4,1.9,17,63,20,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.09,0.02,0.09,Matches
08569d75,Lauren Milliet,us USA,D,Louisville,28-352,1996,19,16,"1,523",16.9,0,1,1,0,0,0,0,0,0.3,0.3,1.6,1.9,30,86,33,0.00,0.06,0.06,0.00,0.06,0.02,0.09,0.11,0.02,0.11,Matches
7bb60dd3,Narumi Miura,jp JPN,M,Spirit,28-138,1997,23,20,"1,654",18.4,0,3,3,0,0,0,5,0,1.0,1.0,2.2,3.2,9,70,51,0.00,0.16,0.16,0.00,0.16,0.05,0.12,0.17,0.05,0.17,Matches
2625e415,Paige Monaghan,us USA,F,Royals,29-005,1996,16,14,"1,057",11.7,5,2,7,5,0,0,5,0,3.2,3.2,0.6,3.8,26,22,50,0.43,0.17,0.60,0.43,0.60,0.27,0.05,0.32,0.27,0.32,Matches
5307f686,Gift Monday,ng NGA,F,Spirit,23-344,2001,22,13,"1,276",14.2,8,2,10,8,0,0,2,0,7.8,7.8,2.9,10.8,32,22,80,0.56,0.14,0.71,0.56,0.71,0.55,0.21,0.76,0.55,0.76,Matches
91c05463,Nérilia Mondésir,ht HAI,M,Reign,26-305,1999,20,11,"1,011",11.2,0,0,0,0,0,0,4,0,1.2,1.2,0.7,1.9,29,27,58,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.17,0.10,0.17,Matches
271c5edc,Anna Moorhouse,eng ENG,G,Pride,30-233,1995,25,25,"2,210",24.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
da57cca7,Madeline Moreau,us USA,D,Bay FC,24-348,2000,15,5,431,4.8,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,10,12,16,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches
ecacba26,Esme Morgan,eng ENG,D,Spirit,25-031,2000,25,21,"1,956",21.7,2,2,4,2,0,0,2,0,1.3,1.3,0.8,2.0,15,95,5,0.09,0.09,0.18,0.09,0.18,0.06,0.04,0.09,0.06,0.09,Matches
2ae9e277,Miyabi Moriya,jp JPN,D,Angel City,29-088,1996,25,13,"1,423",15.8,1,2,3,1,0,0,1,0,0.6,0.6,1.9,2.5,13,49,61,0.06,0.13,0.19,0.06,0.19,0.04,0.12,0.16,0.04,0.16,Matches
4059a68f,Makenna Morris,us USA,D,Louisville,23-206,2002,6,4,338,3.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,14,4,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Matches
4059a68f,Makenna Morris,us USA,F,Spirit,23-206,2002,16,10,862,9.6,1,0,1,1,0,0,0,0,1.5,1.5,0.9,2.4,11,27,42,0.10,0.00,0.10,0.10,0.10,0.16,0.09,0.25,0.16,0.25,Matches
197fe553,Perle Morroni,fr FRA,D,Wave,28-034,1997,25,23,"2,069",23.0,1,4,5,1,0,0,3,0,0.9,0.9,2.1,3.0,49,85,110,0.04,0.17,0.22,0.04,0.22,0.04,0.09,0.13,0.04,0.13,Matches
3ee50ac6,Olivia Moultrie,us USA,M,Thorns,20-062,2005,26,24,"2,161",24.0,8,1,9,7,1,2,1,0,5.6,4.1,5.1,9.2,70,122,95,0.33,0.04,0.37,0.29,0.33,0.23,0.21,0.44,0.17,0.38,Matches
5b88fd9c,Brecken Mozingo,us USA,F,Royals,24-255,2001,23,13,"1,174",13.0,3,0,3,3,0,0,0,0,2.1,2.1,1.8,3.9,31,18,77,0.23,0.00,0.23,0.23,0.23,0.16,0.14,0.30,0.16,0.30,Matches
493c384e,Casey Murphy,us USA,G,Courage,29-207,1996,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6fe0b3fe,Lily Nabet,us USA,M,Angel City,26-055,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4c1ee572,Alyssa Naeher,us USA,G,Chicago Stars,37-212,1988,23,23,"2,069",23.0,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,0,0,0,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,Matches
6ddcbd4c,Aria Nagai,,M,Royals,,,11,7,579,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,20,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
72e66627,Leilanni Nesbeth,bm BER,M,Chicago Stars,24-124,2001,10,2,227,2.5,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,2,6,7,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
2a0f0a55,Paige Nielsen,us USA,D,Dash,32-035,1993,26,24,"2,217",24.6,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,17,73,5,0.04,0.00,0.04,0.04,0.04,0.07,0.00,0.08,0.07,0.08,Matches
4c2ad3f9,Stella Nyamekye,gh GHA,M,Gotham FC,20-061,2005,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2f3ffc2d,Denise O'Sullivan,ie IRL,M,Courage,31-287,1994,18,17,"1,506",16.7,0,2,2,0,0,0,2,0,0.7,0.7,1.2,1.9,17,75,36,0.00,0.12,0.12,0.00,0.12,0.04,0.07,0.11,0.04,0.11,Matches
a2fa9566,Isabella Obaze,dk DEN,D,Thorns,23-019,2002,21,21,"1,679",18.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,42,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
80442566,Chiamaka Okwuchukwu,ng NGA,F,Wave,20-103,2005,3,1,144,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.3,2,2,12,0.62,0.00,0.62,0.62,0.62,0.11,0.10,0.21,0.11,0.21,Matches
b4ce93ce,Bárbara Olivieri,ve VEN,F,Dash,23-267,2002,13,10,890,9.9,2,2,4,2,0,0,3,0,2.4,2.4,1.6,3.9,13,41,40,0.20,0.20,0.40,0.20,0.40,0.24,0.16,0.40,0.24,0.40,Matches
0a85fee3,Diana Ordoñez,mx MEX,F,Dash,24-053,2001,3,1,72,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,1,1,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Matches
23a1662b,Asisat Oshoala,ng NGA,F,Bay FC,31-040,1994,12,5,462,5.1,0,0,0,0,0,0,1,0,0.9,0.9,0.3,1.2,6,8,33,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23,Matches
5544fc75,Lizbeth Ovalle,mx MEX,F,Pride,26-030,1999,8,7,665,7.4,1,2,3,1,0,0,1,0,1.9,1.9,2.3,4.2,17,19,64,0.14,0.27,0.41,0.14,0.41,0.25,0.32,0.57,0.25,0.57,Matches
c6b94261,Katie O’Kane,,M,Louisville,,,26,16,"1,363",15.1,1,3,4,1,0,0,2,0,1.7,1.7,1.6,3.4,8,49,44,0.07,0.20,0.26,0.07,0.26,0.11,0.11,0.22,0.11,0.22,Matches
883f60f8,Avery Patterson,us USA,D,Dash,23-157,2002,22,22,"1,870",20.8,3,2,5,3,0,0,2,0,1.9,1.9,2.3,4.2,66,67,76,0.14,0.10,0.24,0.14,0.24,0.09,0.11,0.20,0.09,0.20,Matches
bdd9289e,Catherine Paulson,us USA,F,Bay FC,24-013,2001,6,1,96,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
e15b6ffd,Jayden Perry,us USA,D,Thorns,24-271,2001,18,14,"1,301",14.5,3,1,4,0,3,3,2,0,2.6,0.4,0.1,0.4,5,38,4,0.21,0.07,0.28,0.00,0.07,0.18,0.00,0.18,0.03,0.03,Matches
05d6a62d,Courtney Petersen,us USA,D,Louisville,28-021,1997,24,23,"2,070",23.0,0,3,3,0,0,0,2,0,0.5,0.5,3.2,3.8,11,79,21,0.00,0.13,0.13,0.00,0.13,0.02,0.14,0.16,0.02,0.16,Matches
f78523f1,Alex Pfeiffer,us USA,F,Current,17-357,2007,4,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,2,11,0.00,0.00,0.00,0.00,0.00,0.08,0.29,0.37,0.08,0.37,Matches
124d6db5,Casey Phair,kr KOR,F,Angel City,18-142,2007,5,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
61531e4e,Carson Pickett,us USA,D,Pride,32-064,1993,22,14,"1,280",14.2,3,2,5,3,0,0,0,0,1.2,1.2,1.5,2.7,18,59,80,0.21,0.14,0.35,0.21,0.35,0.09,0.11,0.19,0.09,0.19,Matches
938dc3a8,Kiki Pickett,us USA,M,Bay FC,26-202,1999,19,13,"1,157",12.9,2,0,2,2,0,0,4,0,0.2,0.2,0.3,0.5,2,57,12,0.16,0.00,0.16,0.16,0.16,0.02,0.02,0.04,0.02,0.04,Matches
350886ec,Elli Pikkujämsä,fi FIN,M,Louisville,26-025,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
57045f36,Brianna Pinto,us USA,F,Courage,25-178,2000,19,6,578,6.4,3,0,3,3,0,0,0,0,2.6,2.6,0.3,2.9,1,9,21,0.47,0.00,0.47,0.47,0.47,0.41,0.05,0.46,0.41,0.46,Matches
78d285e6,Madison Pogarch,us USA,D,Royals,28-013,1997,18,5,743,8.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,7,21,12,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
8dd703ab,Gabi Portilho,br BRA,F,Gotham FC,30-123,1995,17,11,974,10.8,3,3,6,3,0,0,3,0,2.1,2.1,2.4,4.5,28,27,95,0.28,0.28,0.55,0.28,0.55,0.19,0.22,0.41,0.19,0.41,Matches
08a0adb8,Lara Prašnikar,si SVN,F,Royals,27-102,1998,5,1,209,2.3,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,4,7,11,0.00,0.43,0.43,0.00,0.43,0.18,0.22,0.40,0.18,0.40,Matches
fe95f6e7,Christen Press,us USA,F,Angel City,36-324,1988,22,2,462,5.1,1,0,1,1,0,0,0,0,1.1,1.1,0.3,1.4,8,11,41,0.19,0.00,0.19,0.19,0.19,0.21,0.07,0.28,0.21,0.28,Matches
9c06c97c,Nichelle Prince,ca CAN,F,Current,30-272,1995,21,6,754,8.4,1,1,2,1,0,0,1,0,1.3,1.3,0.7,2.0,26,7,73,0.12,0.12,0.24,0.12,0.24,0.15,0.09,0.24,0.15,0.24,Matches
088dd3ef,Sarah Puntigam,at AUT,M,Dash,33-036,1992,17,7,684,7.6,0,1,1,0,0,0,2,1,0.5,0.5,0.8,1.3,2,33,19,0.00,0.13,0.13,0.00,0.13,0.06,0.10,0.17,0.06,0.17,Matches
c94c70bc,Margaret Purce,us USA,F,Gotham FC,30-061,1995,20,11,"1,074",11.9,1,1,2,1,0,0,1,0,1.6,1.6,2.0,3.6,46,33,92,0.08,0.08,0.17,0.08,0.17,0.14,0.16,0.30,0.14,0.30,Matches
a5d0b32a,Nuria Rábano,es ESP,D,Royals,26-156,1999,22,21,"1,624",18.0,0,2,2,0,0,0,5,0,0.1,0.1,1.5,1.6,29,56,22,0.00,0.11,0.11,0.00,0.11,0.01,0.08,0.09,0.01,0.09,Matches
d1a10776,Rafaelle,br BRA,D,Pride,34-153,1991,12,10,813,9.0,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,2,31,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.08,0.07,0.08,Matches
34603a7a,Brittany Ratcliffe,us USA,F,Spirit,31-284,1994,14,6,566,6.3,1,1,2,1,0,0,0,0,0.3,0.3,0.9,1.2,14,9,50,0.16,0.16,0.32,0.16,0.32,0.04,0.15,0.19,0.04,0.19,Matches
01079eae,Felicitas Rauch,de GER,D,Courage,29-202,1996,10,8,671,7.5,2,1,3,2,0,0,1,0,0.8,0.8,2.6,3.4,6,15,28,0.27,0.13,0.40,0.27,0.40,0.11,0.35,0.46,0.11,0.46,Matches
aa902703,Lilly Reale,us USA,D,Gotham FC,22-098,2003,26,21,"1,945",21.6,1,1,2,1,0,0,1,0,1.4,1.4,1.2,2.6,39,104,60,0.05,0.05,0.09,0.05,0.09,0.06,0.06,0.12,0.06,0.12,Matches
eba11dbe,KK Ream,us USA,F,Royals,16-134,2009,9,1,180,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,4,1,7,0.50,0.00,0.50,0.50,0.50,0.33,0.31,0.65,0.33,0.65,Matches
d66e970b,Megan Reid,us USA,D,Angel City,29-223,1996,18,9,896,10.0,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,2,22,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
bf9f8b7f,Reyna Reyes,mx MEX,D,Thorns,24-275,2001,26,25,"2,201",24.5,3,1,4,3,0,0,4,0,1.7,1.6,1.1,2.7,28,89,61,0.12,0.04,0.16,0.12,0.16,0.07,0.05,0.11,0.06,0.11,Matches
32b99c02,Chloe Ricketts,us USA,M,Spirit,18-179,2007,7,2,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
32b99c02,Chloe Ricketts,us USA,M,Dash,18-179,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
c99616d8,Kaleigh Riehl,us USA,D,Royals,29-028,1996,12,10,831,9.2,1,1,2,1,0,0,1,0,0.2,0.2,0.1,0.3,1,12,1,0.11,0.11,0.22,0.11,0.22,0.02,0.01,0.03,0.02,0.03,Matches
c65fc5cf,Ali Riley,nz NZL,D,Angel City,38-019,1987,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
8cde90f5,Gabrielle Robinson,us USA,D,Current,24-153,2001,8,6,399,4.4,0,0,0,0,0,0,0,1,0.3,0.3,0.0,0.3,3,14,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
56f16bc7,Cari Roccaro,us USA,D,Chicago Stars,31-123,1994,14,14,"1,206",13.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,18,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
74911ec6,Trinity Rodman,us USA,F,Spirit,23-182,2002,15,9,932,10.4,5,2,7,5,0,1,0,0,4.9,4.1,1.6,5.7,34,18,104,0.48,0.19,0.68,0.48,0.68,0.48,0.15,0.63,0.40,0.55,Matches
43d5b985,Isabel Rodriguez,us USA,D,Current,26-219,1999,26,22,"2,076",23.1,1,6,7,1,0,0,1,0,1.0,1.0,4.6,5.6,49,90,103,0.04,0.26,0.30,0.04,0.30,0.04,0.20,0.24,0.04,0.24,Matches
362b4969,Raquel Rodríguez,cr CRC,M,Current,32-021,1993,20,7,716,8.0,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,3,50,9,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.07,0.05,0.07,Matches
22502cce,Yazmeen Ryan,us USA,F,Dash,26-266,1999,24,24,"2,160",24.0,4,3,7,4,0,1,1,0,5.3,4.6,3.7,8.3,70,84,136,0.17,0.12,0.29,0.17,0.29,0.22,0.16,0.38,0.19,0.35,Matches
714e5fef,Emily Sams,us USA,D,Pride,26-140,1999,25,24,"2,183",24.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,31,158,31,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
9ced946b,Ashley Sanchez,us USA,F,Courage,26-247,1999,23,17,"1,407",15.6,2,2,4,2,0,0,0,0,2.9,2.9,4.0,6.9,37,68,94,0.13,0.13,0.26,0.13,0.26,0.18,0.26,0.44,0.18,0.44,Matches
bd325738,Maria Sanchez,mx MEX,F,Wave,29-271,1996,12,7,571,6.3,3,2,5,3,0,1,1,0,2.5,1.8,0.9,2.7,8,17,30,0.47,0.32,0.79,0.47,0.79,0.39,0.14,0.54,0.28,0.42,Matches
36e74d61,Leicy Santos,co COL,M,Spirit,29-186,1996,16,11,"1,083",12.0,1,3,4,1,0,0,2,0,1.9,1.9,2.2,4.0,15,66,48,0.08,0.25,0.33,0.08,0.33,0.15,0.18,0.34,0.15,0.34,Matches
758fe55e,Ally Schlegel,us USA,F,Chicago Stars,25-284,2000,26,24,"2,024",22.5,3,5,8,3,0,0,2,0,7.1,7.1,2.8,9.9,20,81,64,0.13,0.22,0.36,0.13,0.36,0.32,0.12,0.44,0.32,0.44,Matches
e8f90dc9,Sophie Schmidt,ca CAN,M,Dash,37-143,1988,10,3,218,2.4,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,1,7,4,0.83,0.00,0.83,0.83,0.83,0.62,0.17,0.79,0.62,0.79,Matches
ec70f750,Sarah Schupansky,us USA,M,Gotham FC,22-085,2003,23,16,"1,286",14.3,1,5,6,1,0,0,3,0,1.0,1.0,4.4,5.4,9,39,63,0.07,0.35,0.42,0.07,0.42,0.07,0.31,0.38,0.07,0.38,Matches
35919238,Katie Scott,us USA,D,Current,18-151,2007,2,2,121,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
3145694d,Hannah Seabert,dk DEN,G,Angel City,30-263,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7ec2ba7c,Emma Sears,us USA,F,Louisville,24-268,2001,26,26,"2,244",24.9,10,2,12,10,0,0,3,0,8.4,8.4,2.9,11.3,80,35,169,0.40,0.08,0.48,0.40,0.48,0.34,0.12,0.45,0.34,0.45,Matches
e91c05ee,Ally Sentnor,us USA,M,Current,21-273,2004,11,7,665,7.4,0,0,0,0,0,0,1,0,0.9,0.9,0.8,1.7,20,33,29,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.22,0.12,0.22,Matches
e91c05ee,Ally Sentnor,us USA,F,Royals,21-273,2004,13,13,"1,126",12.5,1,1,2,0,1,1,0,0,2.1,1.4,1.5,2.9,23,33,61,0.08,0.08,0.16,0.00,0.08,0.17,0.12,0.29,0.11,0.23,Matches
0ba36ee8,Kayla Sharples,us USA,D,Current,28-154,1997,24,23,"2,087",23.2,2,1,3,2,0,0,1,0,1.1,1.1,0.8,1.9,6,78,2,0.09,0.04,0.13,0.09,0.13,0.05,0.03,0.08,0.05,0.08,Matches
77361b23,Jaedyn Shaw,us USA,M,Courage,20-363,2004,19,10,"1,002",11.1,3,1,4,2,1,2,2,0,4.7,3.2,2.0,5.1,12,49,58,0.27,0.09,0.36,0.18,0.27,0.42,0.18,0.59,0.28,0.46,Matches
77361b23,Jaedyn Shaw,us USA,F,Gotham FC,20-363,2004,7,6,546,6.1,1,1,2,1,0,0,0,0,0.9,0.9,1.3,2.2,3,14,47,0.16,0.16,0.33,0.16,0.33,0.15,0.21,0.36,0.15,0.36,Matches
ef032510,Delanie Sheehan,us USA,M,Dash,26-309,1999,26,25,"2,076",23.1,1,2,3,1,0,0,2,0,1.7,1.7,3.0,4.7,31,79,84,0.04,0.09,0.13,0.04,0.13,0.08,0.13,0.21,0.08,0.21,Matches
f3a1b6a9,Jamie Shepherd,us USA,M,Bay FC,25-040,2000,10,3,271,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
46b237d3,Kailen Sheridan,ca CAN,G,Wave,30-125,1995,24,24,"2,160",24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
0be9bff7,Evelyn Shores,us USA,D,Angel City,20-324,2004,12,12,983,10.9,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.0,11,38,25,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,Matches
9fe4c40f,Jordan Silkowitz,us USA,G,Bay FC,25-236,2000,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
cd6a0894,Jéssica Silva,pt POR,M,Gotham FC,30-342,1994,3,1,90,1.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,3,4,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches
947d22fb,Abby Smith,us USA,G,Dash,32-045,1993,9,8,798,8.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60d80b92,Ji So-yun,kr KOR,M,Reign,34-270,1991,13,9,748,8.3,2,2,4,1,1,1,1,0,1.5,0.8,1.8,2.6,14,54,36,0.24,0.24,0.48,0.12,0.36,0.18,0.22,0.40,0.09,0.31,Matches
abf96cef,Aisha Solórzano,gt GUA,F,Royals,27-219,1998,20,15,"1,088",12.1,1,0,1,1,0,0,2,0,1.8,1.8,0.9,2.6,10,18,51,0.08,0.00,0.08,0.08,0.08,0.15,0.07,0.22,0.15,0.22,Matches
43466fe0,Janine Sonis,ca CAN,D,Louisville,31-090,1994,26,23,"2,055",22.8,3,5,8,3,0,0,0,0,1.7,1.7,4.6,6.3,30,72,114,0.13,0.22,0.35,0.13,0.35,0.07,0.20,0.28,0.07,0.28,Matches
