player_id,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
9eef68fb,Kayla Fischer,us USA,F,Louisville,25-317,2000,21,16,"1,223",13.6,3,3,6,3,0,0,6,1,4.7,4.7,1.8,6.5,23,26,88,0.22,0.22,0.44,0.22,0.44,0.35,0.13,0.48,0.35,0.48,Matches
c4ebeea2,Mia Fishel,us USA,F,Reign,24-202,2001,11,4,340,3.8,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,4,12,16,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.21,0.14,0.21,Matches
11cfa9d6,Jess Fishlock,wls WAL,M,Reign,38-308,1987,17,8,804,8.9,6,2,8,6,0,0,0,0,2.7,2.7,1.3,4.0,8,37,38,0.67,0.22,0.90,0.67,0.90,0.30,0.15,0.45,0.30,0.45,Matches
e47d2297,Jessie Fleming,ca CAN,M,Thorns,27-252,1998,25,19,"1,702",18.9,2,5,7,1,1,1,1,0,1.9,1.2,3.0,4.2,13,48,47,0.11,0.26,0.37,0.05,0.32,0.10,0.16,0.26,0.06,0.22,Matches
9d2c6180,Taylor Flint,us USA,M,Louisville,26-361,1998,23,23,"2,064",22.9,4,1,5,2,2,2,10,0,4.6,3.1,0.9,4.0,5,126,15,0.17,0.04,0.22,0.09,0.13,0.20,0.04,0.24,0.14,0.17,Matches
fb6f6a24,Lauren Flynn,us USA,D,Royals,23-180,2002,9,6,654,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2e6a5e3e,Dana Foederer,nl NED,M,Royals,23-114,2002,24,10,"1,051",11.7,0,0,0,0,0,0,4,0,0.5,0.5,0.4,0.9,4,37,21,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
fb6605c0,Bea Franklin,us USA,M,Chicago Stars,25-045,2000,23,18,"1,742",19.4,3,1,4,3,0,0,4,0,2.0,2.0,1.7,3.7,3,50,20,0.15,0.05,0.21,0.15,0.21,0.10,0.09,0.19,0.10,0.19,Matches
243b7b15,Macey Fraser,nz NZL,F,Royals,23-130,2002,5,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,8,7,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
ee5355a7,Mandy Freeman,us USA,D,Gotham FC,30-240,1995,22,13,"1,270",14.1,0,1,1,0,0,0,0,1,0.0,0.0,0.7,0.7,11,59,19,0.00,0.07,0.07,0.00,0.07,0.00,0.05,0.05,0.00,0.05,Matches
be5200d5,Kennedy Fuller,us USA,M,Angel City,18-254,2007,26,21,"1,850",20.6,4,3,7,4,0,0,1,0,4.4,4.4,2.5,6.9,27,87,79,0.19,0.15,0.34,0.19,0.34,0.21,0.12,0.33,0.21,0.33,Matches
c34d03e3,Jordan Fusco,us USA,M,Wave,22-068,2003,7,0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
8055d335,Ryan Gareis,us USA,M,Dash,27-005,1998,19,11,986,11.0,1,3,4,1,0,0,1,0,0.7,0.7,1.6,2.3,20,21,72,0.09,0.27,0.37,0.09,0.37,0.06,0.15,0.21,0.06,0.21,Matches
f44c4259,Morgan Gautrat,us USA,M,Pride,32-265,1993,11,10,667,7.4,0,1,1,0,0,0,0,0,0.8,0.8,1.7,2.5,3,47,19,0.00,0.13,0.13,0.00,0.13,0.11,0.23,0.34,0.11,0.34,Matches
7c6de047,Justina Gaynor,us USA,D,Chicago Stars,23-332,2001,2,1,72,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
5b5de127,Geyse,br BRA,F,Gotham FC,27-236,1998,17,12,899,10.0,2,2,4,2,0,0,3,1,2.0,2.0,1.0,3.0,29,20,53,0.20,0.20,0.40,0.20,0.40,0.20,0.10,0.30,0.20,0.30,Matches
fc33d14d,Hanna Glas,se SWE,F,Reign,32-216,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a1ee25ac,Nádia Gomes,pt POR,F,Chicago Stars,29-009,1996,19,7,653,7.3,2,2,4,2,0,0,1,0,1.2,1.2,1.3,2.5,16,12,55,0.28,0.28,0.55,0.28,0.55,0.17,0.18,0.35,0.17,0.35,Matches
8f146dff,Esther González,es ESP,F,Gotham FC,32-345,1992,23,22,"1,911",21.2,13,1,14,11,2,2,2,0,9.4,7.9,2.0,9.9,29,62,116,0.61,0.05,0.66,0.52,0.57,0.44,0.09,0.54,0.37,0.47,Matches
c6122e4b,Sarah Gorden,us USA,D,Angel City,33-066,1992,26,26,"2,273",25.3,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,16,114,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
8dc6b01e,Maggie Graham,us USA,M,Dash,23-131,2002,20,16,"1,520",16.9,3,3,6,3,0,0,3,0,2.7,2.7,1.3,4.0,13,39,36,0.18,0.18,0.36,0.18,0.36,0.16,0.08,0.24,0.16,0.24,Matches
ee96ceb8,Shea Groom,us USA,F,Chicago Stars,32-259,1993,14,9,789,8.8,2,0,2,2,0,0,1,0,0.8,0.8,1.5,2.3,12,27,32,0.23,0.00,0.23,0.23,0.23,0.09,0.17,0.26,0.09,0.26,Matches
92075fc4,Julia Grosso,ca CAN,M,Chicago Stars,25-081,2000,24,23,"1,986",22.1,2,3,5,2,0,0,1,0,1.7,1.7,3.0,4.7,31,104,66,0.09,0.14,0.23,0.09,0.23,0.08,0.13,0.21,0.08,0.21,Matches
8d5a8340,Ana María Guzmán,co COL,D,Royals,20-160,2005,5,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
16368450,Madison Hammond,us USA,M,Angel City,28-003,1997,21,9,927,10.3,0,0,0,0,0,0,1,0,0.9,0.9,0.3,1.2,5,49,15,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Matches
4a296e8e,Caiya Hanks,us USA,F,Thorns,21-053,2004,11,7,636,7.1,2,1,3,2,0,0,1,0,2.0,2.0,1.1,3.0,29,16,62,0.28,0.14,0.42,0.28,0.42,0.28,0.15,0.43,0.28,0.43,Matches
45cf25bf,Haley Hanson,us USA,M,Pride,29-289,1996,26,25,"2,172",24.1,3,4,7,3,0,0,2,0,5.5,5.5,1.4,6.9,19,86,61,0.12,0.17,0.29,0.12,0.29,0.23,0.06,0.29,0.23,0.29,Matches
42ecf0e8,DiDi Haracic,ba BIH,G,Wave,33-220,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2feb2834,Laila Harbert,eng ENG,F,Thorns,18-319,2007,4,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1017b590,Khyah Harper,us USA,F,Gotham FC,23-095,2002,12,2,212,2.4,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,8,4,20,0.42,0.00,0.42,0.42,0.42,0.34,0.14,0.48,0.34,0.48,Matches
d7c8e903,Nya Harrison,us USA,F,Wave,23-009,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
43d2860b,Josefine Hasbo,dk DEN,M,Gotham FC,23-363,2001,9,7,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,23,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
14de6d32,Ella Hase,us USA,F,Louisville,23-129,2002,23,17,"1,492",16.6,1,1,2,1,0,0,3,0,1.2,1.2,3.2,4.4,34,31,105,0.06,0.06,0.12,0.06,0.12,0.07,0.19,0.26,0.07,0.26,Matches
d2de2f84,Ashley Hatch,us USA,F,Spirit,30-177,1995,10,9,823,9.1,6,1,7,6,0,1,1,0,5.3,4.6,1.4,6.0,14,15,43,0.66,0.11,0.77,0.66,0.77,0.58,0.15,0.73,0.50,0.65,Matches
bb65b66d,Manaka Hayashi,jp JPN,M,Chicago Stars,21-094,2004,17,7,655,7.3,0,1,1,0,0,0,1,0,1.2,1.2,1.3,2.5,6,16,16,0.00,0.14,0.14,0.00,0.14,0.17,0.18,0.35,0.17,0.35,Matches
b7dd09b9,Anna Heilferty,us USA,D,Dash,26-215,1999,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
e5b01fee,Kathrin Hendrich,de GER,D,Chicago Stars,33-226,1992,13,12,"1,099",12.2,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,25,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
799764cf,Oihane Hernández,es ESP,D,Pride,25-198,2000,20,15,"1,106",12.3,0,2,2,0,0,0,0,0,0.4,0.4,1.7,2.2,32,46,78,0.00,0.16,0.16,0.00,0.16,0.04,0.14,0.18,0.04,0.18,Matches
277ae96a,Hal Hershfelt,us USA,M,Spirit,23-046,2002,18,15,"1,279",14.2,0,2,2,0,0,0,6,1,0.7,0.3,0.6,0.9,11,59,21,0.00,0.14,0.14,0.00,0.14,0.05,0.04,0.09,0.02,0.06,Matches
eb036ce5,Samantha Hiatt,us USA,D,Thorns,27-316,1998,21,20,"1,867",20.7,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,54,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1d8b51dd,Rachel Hill,us USA,F,Bay FC,30-215,1995,23,14,"1,231",13.7,2,0,2,2,0,0,3,0,3.8,3.8,1.4,5.2,25,34,85,0.15,0.00,0.15,0.15,0.15,0.28,0.10,0.38,0.28,0.38,Matches
52dd3fee,Sophie Hirst,us USA,M,Thorns,25-266,2000,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
9b45521f,Penelope Hocking,us USA,M,Bay FC,25-324,1999,18,10,864,9.6,6,1,7,6,0,0,1,0,5.3,5.3,0.9,6.1,13,24,57,0.62,0.10,0.73,0.62,0.73,0.55,0.09,0.64,0.55,0.64,Matches
97b96797,Macey Hodge,us USA,M,Angel City,24-198,2001,16,9,755,8.4,1,0,1,1,0,0,6,0,0.8,0.8,0.1,0.9,4,26,3,0.12,0.00,0.12,0.12,0.12,0.09,0.01,0.10,0.09,0.10,Matches
8907c2bd,Shelby Hogan,us USA,G,Gotham FC,27-192,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
09de4066,Shae Holmes,us USA,D,Reign,25-255,2000,16,8,835,9.3,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,2,23,15,0.11,0.00,0.11,0.11,0.11,0.03,0.01,0.04,0.03,0.04,Matches
5d05e9a1,Haley Hopkins,us USA,F,Current,26-332,1998,20,3,440,4.9,1,3,4,1,0,0,1,0,0.8,0.8,1.2,2.1,14,12,40,0.20,0.61,0.82,0.20,0.82,0.17,0.25,0.42,0.17,0.42,Matches
3213cad3,Jaelin Howell,us USA,M,Gotham FC,25-362,1999,25,25,"2,245",24.9,4,1,5,4,0,0,7,1,3.2,3.2,0.7,3.9,34,105,53,0.16,0.04,0.20,0.16,0.20,0.13,0.03,0.16,0.13,0.16,Matches
bc03c54d,Kelli Hubly,us USA,D,Bay FC,31-101,1994,9,7,653,7.3,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,0,9,1,0.14,0.00,0.14,0.14,0.14,0.07,0.02,0.09,0.07,0.09,Matches
570faa60,Sofia Huerta,us USA,D,Reign,32-339,1992,13,13,"1,170",13.0,1,1,2,0,1,1,1,0,1.2,0.4,1.2,1.7,15,43,27,0.08,0.08,0.15,0.00,0.08,0.09,0.09,0.18,0.03,0.13,Matches
e9082a8d,Taylor Huff,us USA,M,Bay FC,23-094,2002,26,26,"2,223",24.7,4,1,5,4,0,0,3,0,5.1,5.1,2.3,7.3,35,97,86,0.16,0.04,0.20,0.16,0.20,0.21,0.09,0.30,0.21,0.30,Matches
3d1f29d9,Jordyn Huitema,ca CAN,F,Reign,24-194,2001,22,18,"1,540",17.1,3,2,5,3,0,0,2,0,3.6,3.6,1.6,5.1,12,40,75,0.18,0.12,0.29,0.18,0.29,0.21,0.09,0.30,0.21,0.30,Matches
7db28545,Claire Hutton,us USA,M,Current,19-311,2006,25,22,"1,818",20.2,0,2,2,0,0,0,4,0,1.3,1.3,1.6,3.0,14,106,28,0.00,0.10,0.10,0.00,0.10,0.07,0.08,0.15,0.07,0.15,Matches
feef7ea8,Laurel Ivory,us USA,G,Current,26-082,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2e87a8a5,Riley Jackson,us USA,M,Courage,19-351,2005,25,23,"1,963",21.8,2,1,3,1,1,2,3,0,2.8,1.3,2.7,4.0,13,130,34,0.09,0.05,0.14,0.05,0.09,0.13,0.13,0.25,0.06,0.18,Matches
bbda4bbe,Simone Jackson,us USA,M,Pride,22-294,2003,8,1,213,2.4,0,1,1,0,0,0,0,0,0.8,0.8,0.7,1.5,5,4,19,0.00,0.42,0.42,0.00,0.42,0.35,0.28,0.63,0.35,0.63,Matches
c942bc07,Natalie Jacobs,us USA,D,Courage,28-094,1997,6,4,361,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,5,18,6,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15,Matches
c942bc07,Natalie Jacobs,us USA,D,Dash,28-094,1997,16,15,"1,358",15.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,8,58,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
6444e5a0,Angharad James,wls WAL,M,Reign,31-170,1994,14,11,892,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,0,23,12,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
ce6e8fa2,Sveindís Jane Jónsdóttir,is ISL,F,Angel City,24-166,2001,13,12,"1,026",11.4,1,1,2,1,0,0,1,0,2.1,2.1,2.1,4.1,20,20,76,0.09,0.09,0.18,0.09,0.18,0.18,0.18,0.36,0.18,0.36,Matches
feb132ed,Ellie Jean,us USA,D,Louisville,28-291,1997,23,23,"2,070",23.0,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.0,7,43,5,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,Matches
57cb0988,Mwanalima Jereko,ke KEN,M,Current,28-075,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285627af,Hannah Johnson,us USA,D,Angel City,22-271,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a3ac4412,Micayla Johnson,us USA,M,Chicago Stars,17-304,2008,15,0,166,1.8,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,5,4,9,0.54,0.00,0.54,0.54,0.54,0.26,0.14,0.40,0.26,0.40,Matches
e36eb31e,Sydney Jones,,F,Royals,,,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
0f668725,Jameese Joseph,us USA,F,Chicago Stars,23-199,2002,21,16,"1,394",15.5,4,2,6,4,0,0,2,0,4.1,4.1,2.4,6.5,52,26,98,0.26,0.13,0.39,0.26,0.39,0.26,0.16,0.42,0.26,0.42,Matches
b07fc9b6,Mia Justus,us USA,G,Royals,23-076,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
4424fdac,Uchenna Kanu,ng NGA,M,Louisville,28-151,1997,7,0,61,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,1,2,10,1.48,0.00,1.48,1.48,1.48,0.79,0.12,0.91,0.79,0.91,Matches
8252bc62,Alanna Kennedy,au AUS,M,Angel City,30-301,1995,16,16,"1,347",15.0,1,1,2,1,0,0,0,0,1.4,1.4,0.7,2.1,6,54,13,0.07,0.07,0.13,0.07,0.13,0.09,0.05,0.14,0.09,0.14,Matches
5dfeb94f,Savannah King,us USA,D,Angel City,20-284,2005,8,8,708,7.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
020eaa4d,Aubrey Kingsbury,us USA,G,Spirit,33-363,1991,25,25,"2,205",24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
8e2a7ac1,Cecelia Kizer,us USA,M,Gotham FC,28-133,1997,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
8e2a7ac1,Cecelia Kizer,us USA,F,Royals,28-133,1997,10,5,414,4.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.9,5,9,17,0.22,0.00,0.22,0.22,0.22,0.10,0.10,0.19,0.10,0.19,Matches
1233544d,Rosemonde Kouassi,ci CIV,F,Spirit,23-327,2001,17,11,"1,080",12.0,4,4,8,4,0,0,2,0,4.8,4.8,3.9,8.7,47,23,83,0.33,0.33,0.67,0.33,0.67,0.40,0.33,0.72,0.40,0.72,Matches
580d2856,Shinomi Koyama,jp JPN,M,Courage,20-291,2005,25,16,"1,422",15.8,3,1,4,3,0,0,1,0,4.6,4.6,2.1,6.6,8,77,51,0.19,0.06,0.25,0.19,0.25,0.29,0.13,0.42,0.29,0.42,Matches
ed06502e,Casey Krueger,us USA,D,Spirit,35-087,1990,9,7,599,6.7,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,9,28,22,0.15,0.30,0.45,0.15,0.45,0.09,0.07,0.16,0.09,0.16,Matches
42325547,Natalia Kuikka,fi FIN,D,Chicago Stars,29-352,1995,7,5,355,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,8,15,5,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
32f48f46,Racheal Kundananji,zm ZAM,F,Bay FC,25-168,2000,24,20,"1,871",20.8,4,4,8,4,0,0,6,0,6.5,6.5,6.2,12.7,71,38,173,0.19,0.19,0.38,0.19,0.38,0.31,0.30,0.61,0.31,0.61,Matches
23b17daa,Kaleigh Kurtz,us USA,D,Courage,28-070,1997,26,26,"2,340",26.0,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,5,82,3,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,Matches
e4ef9beb,Lo'eau LaBonta,us USA,M,Current,32-245,1993,23,21,"1,954",21.7,5,0,5,0,5,5,3,0,4.8,1.1,1.5,2.7,12,117,28,0.23,0.00,0.23,0.00,0.00,0.22,0.07,0.29,0.05,0.12,Matches
2af1a4e8,Cloé Lacasse,ca CAN,F,Royals,32-134,1993,12,8,701,7.8,1,1,2,1,0,0,3,0,0.9,0.9,1.2,2.1,29,6,56,0.13,0.13,0.26,0.13,0.26,0.12,0.15,0.27,0.12,0.27,Matches
d3ad7acb,Clarissa Larisey,ca CAN,F,Dash,26-139,1999,10,5,385,4.3,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,2,7,13,0.23,0.23,0.47,0.23,0.47,0.18,0.13,0.32,0.18,0.32,Matches
dcd6a67e,Rose Lavelle,us USA,M,Gotham FC,30-188,1995,16,13,"1,038",11.5,5,2,7,4,1,1,1,0,4.0,3.3,2.5,5.8,25,76,57,0.43,0.17,0.61,0.35,0.52,0.35,0.22,0.57,0.28,0.50,Matches
93daa4eb,Karlie Lema,us USA,F,Bay FC,22-142,2003,24,15,"1,324",14.7,2,1,3,2,0,0,2,0,2.8,2.8,1.6,4.3,34,16,90,0.14,0.07,0.20,0.14,0.20,0.19,0.11,0.29,0.19,0.29,Matches
7bbb977b,Ally Lemos,us USA,M,Pride,21-259,2004,26,16,"1,432",15.9,0,0,0,0,0,0,4,0,1.1,1.0,0.9,1.9,8,70,44,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.12,0.07,0.12,Matches
15c7bfb7,Adriana Leon,ca CAN,F,Wave,33-047,1992,26,17,"1,379",15.3,4,3,7,4,0,0,2,0,6.4,6.4,1.7,8.1,28,19,99,0.26,0.20,0.46,0.26,0.46,0.42,0.11,0.53,0.42,0.53,Matches
fa5e9ae1,Katie Lind,us USA,D,Dash,31-276,1994,16,13,"1,173",13.0,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.4,0,17,0,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
364b1359,Payton Linnehan,us USA,F,Courage,24-238,2001,9,6,490,5.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,11,16,58,0.00,0.37,0.37,0.00,0.37,0.07,0.29,0.37,0.07,0.37,Matches
364b1359,Payton Linnehan,us USA,F,Thorns,24-238,2001,13,4,432,4.8,1,0,1,1,0,0,0,0,1.5,1.5,0.4,2.0,16,8,56,0.21,0.00,0.21,0.21,0.21,0.31,0.09,0.41,0.31,0.41,Matches
db66f7ba,Valerin Loboa,co COL,F,Thorns,18-138,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ea429c45,Alex Loera,us USA,M,Royals,26-152,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
8f97c19a,Mary Long,us USA,F,Current,18-298,2007,10,1,186,2.1,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,3,6,18,0.00,0.48,0.48,0.00,0.48,0.22,0.07,0.29,0.22,0.29,Matches
3ca55cb5,Maitane López Millán,es ESP,M,Chicago Stars,30-250,1995,22,20,"1,650",18.3,0,2,2,0,0,0,1,0,0.5,0.5,0.5,1.0,7,51,12,0.00,0.11,0.11,0.00,0.11,0.03,0.02,0.05,0.03,0.05,Matches
0ce1f38f,Lorena,br BRA,G,Current,28-196,1997,24,24,"2,160",24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
55455231,Luana,br BRA,M,Pride,32-200,1993,4,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.36,Matches
7fa57813,Ludmila,br BRA,F,Chicago Stars,30-352,1994,24,21,"1,821",20.2,10,1,11,10,0,0,3,0,5.7,5.7,2.7,8.3,54,40,144,0.49,0.05,0.54,0.49,0.54,0.28,0.13,0.41,0.28,0.41,Matches
e70a7484,Katie Lund,us USA,G,Louisville,28-356,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
37ed9d8f,Hanna Lundkvist,se SWE,D,Wave,23-124,2002,26,24,"2,125",23.6,1,3,4,1,0,0,2,0,0.3,0.3,1.9,2.2,57,125,79,0.04,0.13,0.17,0.04,0.17,0.01,0.08,0.09,0.01,0.09,Matches
bab2c5ab,Tyler Lussi,us USA,F,Courage,30-296,1995,21,14,"1,188",13.2,2,1,3,2,0,0,3,0,2.4,2.4,1.9,4.2,18,32,84,0.15,0.08,0.23,0.15,0.23,0.18,0.14,0.32,0.18,0.32,Matches
388948a7,Hailie Mace,us USA,D,Current,28-239,1997,23,15,"1,524",16.9,0,5,5,0,0,0,2,0,0.2,0.2,1.4,1.6,13,57,9,0.00,0.30,0.30,0.00,0.30,0.01,0.08,0.09,0.01,0.09,Matches
90ebe6bf,Sandy MacIver,sct SCO,G,Spirit,27-153,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453fa0c0,Halle Mackiewicz,us USA,G,Chicago Stars,24-055,2001,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
32a8537f,Heather Macnab,,M,Courage,,,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.08,1.08,0.00,1.08,Matches
95bc15ef,Maiara,br BRA,M,Angel City,21-099,2004,14,4,482,5.4,2,0,2,2,0,0,3,0,2.2,2.2,0.8,3.0,11,13,22,0.37,0.00,0.37,0.37,0.37,0.40,0.15,0.55,0.40,0.55,Matches
a0c8f7b2,Taylor Malham,us USA,D,Chicago Stars,26-182,1999,26,26,"2,340",26.0,0,1,1,0,0,0,4,0,0.4,0.4,1.9,2.3,30,84,61,0.00,0.04,0.04,0.00,0.04,0.02,0.07,0.09,0.02,0.09,Matches
50bf36a3,Alyssa Malonson,us USA,D,Bay FC,26-223,1999,26,21,"1,909",21.2,1,5,6,1,0,0,4,0,0.7,0.7,2.8,3.5,47,93,80,0.05,0.24,0.28,0.05,0.28,0.03,0.13,0.16,0.03,0.16,Matches
3857e361,Marta,br BRA,F,Pride,39-272,1986,22,18,"1,593",17.7,4,1,5,1,3,3,0,0,4.2,2.1,4.0,6.1,48,80,105,0.23,0.06,0.28,0.06,0.11,0.24,0.23,0.47,0.12,0.34,Matches
d67e21a2,Lacho Marta,ao ANG,F,Current,26-247,1999,6,2,157,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,4,9,13,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.24,0.13,0.24,Matches
